txn_id,account_id,customer_id,txn_date,value_date,txn_timestamp,dr_cr,amount_inr,balance_after_txn_inr,channel,instrument_no,description,counterparty_id,counterparty_name,counterparty_type,category_lvl1,category_lvl2,gst_invoice_flag,gst_invoice_no,invoice_due_date,is_cash,is_related_party,is_return,return_reason,loan_facility_id,source_system,classification_confidence,anomaly_tag,notes
TXN-B-20250408-0011,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-08,2025-04-08,2025-04-08T09:45:49,DR,1401.42,106391.44,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250408-0012,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-08,2025-04-08,2025-04-08T15:49:59,DR,960.12,105431.32,UPI,,UPI DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.93,None,
TXN-B-20250408-0013,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-08,2025-04-08,2025-04-08T16:52:24,DR,1808.93,103622.39,UPI,,UPI DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.93,None,
TXN-B-20250408-0014,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-08,2025-04-08,2025-04-08T20:15:53,DR,1369.57,102252.82,UPI,,UPI DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250409-0015,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-09,2025-04-09,2025-04-09T10:17:57,DR,1226.54,101026.28,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.91,None,
TXN-B-20250409-0016,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-09,2025-04-09,2025-04-09T13:07:57,DR,2003.68,99022.6,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.9,None,
TXN-B-20250409-0017,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-09,2025-04-09,2025-04-09T14:37:41,DR,1774.69,97247.91,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.93,None,
TXN-B-20250409-0018,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-09,2025-04-09,2025-04-09T17:46:00,DR,8820.0,88427.91,AutoDebit,,AutoDebit DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Utilities,Bill payment,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250410-0019,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-10,2025-04-10,2025-04-10T13:51:27,DR,1746.51,86681.4,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.98,None,
TXN-B-20250411-0020,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-11,2025-04-11,2025-04-11T09:48:19,DR,1325.2,85356.2,Card,,Card DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.98,None,
TXN-B-20250411-0021,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-11,2025-04-11,2025-04-11T18:30:22,DR,8820.0,76536.2,Cash,,Cash DR ATM withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Cash,ATM withdrawal,N,,,Y,N,N,NA,,CBS_SYNTH,0.98,None,
TXN-B-20250412-0022,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-12,2025-04-12,2025-04-12T10:21:42,DR,1150.46,75385.74,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250412-0023,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-12,2025-04-12,2025-04-12T10:42:39,DR,1969.65,73416.09,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250412-0024,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-12,2025-04-12,2025-04-12T20:33:31,DR,1829.02,71587.07,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250412-0025,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-12,2025-04-12,2025-04-12T21:23:55,DR,8820.0,62767.07,Cash,,Cash DR ATM withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Cash,ATM withdrawal,N,,,Y,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250414-0026,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-14,2025-04-14,2025-04-14T15:02:15,DR,1438.58,61328.49,Card,,Card DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250415-0027,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-15,2025-04-15,2025-04-15T14:31:16,DR,659.25,60669.24,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.93,None,
TXN-B-20250415-0028,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-15,2025-04-15,2025-04-15T17:57:45,DR,1595.82,59073.42,UPI,,UPI DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.98,None,
TXN-B-20250416-0029,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-16,2025-04-16,2025-04-16T21:22:44,DR,2208.03,56865.39,UPI,,UPI DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250417-0030,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-17,2025-04-17,2025-04-17T12:04:02,DR,1422.89,55442.5,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250417-0031,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-17,2025-04-17,2025-04-17T17:29:37,DR,1870.13,53572.37,UPI,,UPI DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250421-0032,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-21,2025-04-21,2025-04-21T09:26:37,DR,1228.38,52343.99,UPI,,UPI DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250424-0033,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-24,2025-04-24,2025-04-24T18:58:16,DR,1594.15,50749.84,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250425-0034,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-25,2025-04-25,2025-04-25T14:35:16,DR,1038.0,49711.84,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.9,None,
TXN-B-20250425-0035,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-25,2025-04-25,2025-04-25T20:45:12,DR,691.22,49020.62,UPI,,UPI DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250426-0036,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-26,2025-04-26,2025-04-26T08:13:17,DR,1618.2,47402.42,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250428-0037,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-28,2025-04-28,2025-04-28T18:01:05,DR,15435.0,31967.42,NetBanking,,NetBanking DR Credit card bill,CP-B-BANK,Contoso Bank,Bank,Card bill,Credit card payment,N,,,N,N,N,NA,FAC-B-CC-001,CBS_SYNTH,0.99,None,
TXN-B-20250429-0038,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-29,2025-04-29,2025-04-29T10:30:20,DR,1261.48,30705.94,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250430-0039,ACC-CTB-002-SB1,CTB-RTL-002,2025-04-30,2025-04-30,2025-04-30T09:46:11,DR,1917.0,28788.94,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250501-0040,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-01,2025-05-01,2025-05-01T16:40:35,DR,1149.09,27639.85,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.9,None,
TXN-B-20250501-0041,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-01,2025-05-01,2025-05-01T19:29:07,CR,96600.0,124239.85,NEFT,,NEFT CR Business inflow / Salary draw,CP-B-INC,Business inflow / Salary draw,Buyer,Income,Salary credit,N,,,N,N,N,NA,,CBS_SYNTH,0.91,None,
TXN-B-20250502-0042,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-02,2025-05-02,2025-05-02T11:22:29,DR,1406.64,122833.21,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250503-0043,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-03,2025-05-03,2025-05-03T18:50:59,DR,693.81,122139.4,UPI,,UPI DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250505-0044,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-05,2025-05-05,2025-05-05T09:49:40,DR,8400.0,113739.4,AutoDebit,,AutoDebit DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Utilities,Bill payment,N,,,N,N,N,NA,,CBS_SYNTH,0.91,None,
TXN-B-20250505-0045,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-05,2025-05-05,2025-05-05T16:22:37,DR,1486.22,112253.18,UPI,,UPI DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250505-0046,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-05,2025-05-05,2025-05-05T21:08:07,DR,1537.63,110715.55,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250506-0047,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-06,2025-05-06,2025-05-06T21:50:55,DR,1510.95,109204.6,Card,,Card DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250507-0048,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-07,2025-05-07,2025-05-07T13:49:32,DR,620.35,108584.25,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.9,None,
TXN-B-20250507-0049,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-07,2025-05-07,2025-05-07T17:48:16,DR,18900.0,89684.25,AutoDebit,,AutoDebit DR Loan EMI,CP-B-BANK,Contoso Bank (Loan EMI),Bank,EMI,Loan EMI,N,,,N,N,N,NA,FAC-B-PL-001,CBS_SYNTH,0.93,None,
TXN-B-20250508-0050,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-08,2025-05-08,2025-05-08T12:40:13,DR,1140.15,88544.1,UPI,,UPI DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250508-0051,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-08,2025-05-08,2025-05-08T13:31:05,DR,864.35,87679.75,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250508-0052,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-08,2025-05-08,2025-05-08T15:28:26,DR,847.43,86832.32,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250509-0053,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-09,2025-05-09,2025-05-09T13:42:44,DR,1255.1,85577.22,UPI,,UPI DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.91,None,
TXN-B-20250510-0054,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-10,2025-05-10,2025-05-10T09:47:02,DR,642.62,84934.6,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250510-0055,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-10,2025-05-10,2025-05-10T20:14:49,DR,625.07,84309.53,UPI,,UPI DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250510-0056,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-10,2025-05-10,2025-05-10T21:21:50,DR,545.25,83764.28,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.93,None,
TXN-B-20250512-0057,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-12,2025-05-12,2025-05-12T20:36:58,DR,5600.0,78164.28,Cash,,Cash DR ATM withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Cash,ATM withdrawal,N,,,Y,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250513-0058,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-13,2025-05-13,2025-05-13T17:14:00,DR,1343.53,76820.75,Card,,Card DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250513-0059,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-13,2025-05-13,2025-05-13T17:56:40,DR,1553.14,75267.61,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250514-0060,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T09:40:26,DR,738.33,74529.28,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.99,None,
TXN-B-20250514-0061,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T10:55:47,DR,526.85,74002.43,Card,,Card DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.93,None,
TXN-B-20250514-0062,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T13:36:20,DR,546.02,73456.41,Card,,Card DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250514-0063,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T14:39:08,DR,999.3,72457.11,Card,,Card DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.91,None,
TXN-B-20250514-0064,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T17:07:39,DR,986.73,71470.38,UPI,,UPI DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.91,None,
TXN-B-20250514-0065,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T21:33:14,DR,641.21,70829.17,UPI,,UPI DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250514-0066,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-14,2025-05-14,2025-05-14T21:48:08,DR,1559.95,69269.22,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250515-0067,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-15,2025-05-15,2025-05-15T08:47:51,DR,842.19,68427.03,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250515-0068,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-15,2025-05-15,2025-05-15T20:18:53,DR,1537.49,66889.54,UPI,,UPI DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250516-0069,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-16,2025-05-16,2025-05-16T17:17:23,DR,774.8,66114.74,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250516-0070,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-16,2025-05-16,2025-05-16T18:56:55,DR,653.05,65461.69,UPI,,UPI DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250517-0071,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-17,2025-05-17,2025-05-17T10:52:09,DR,1101.0,64360.69,UPI,,UPI DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250517-0072,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-17,2025-05-17,2025-05-17T11:56:25,DR,1166.04,63194.65,UPI,,UPI DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250519-0073,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-19,2025-05-19,2025-05-19T11:49:54,DR,937.77,62256.88,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250519-0074,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-19,2025-05-19,2025-05-19T20:07:05,DR,943.69,61313.19,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.97,None,
TXN-B-20250520-0075,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-20,2025-05-20,2025-05-20T14:17:28,DR,1073.52,60239.67,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250520-0076,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-20,2025-05-20,2025-05-20T17:27:13,DR,1288.64,58951.03,Card,,Card DR Zomato,CP-B-FOOD,Zomato,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250520-0077,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-20,2025-05-20,2025-05-20T18:07:58,DR,762.27,58188.76,Card,,Card DR ATM cash withdrawal,CP-B-ATM,ATM cash withdrawal,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250521-0078,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-21,2025-05-21,2025-05-21T12:00:22,DR,1363.1,56825.66,UPI,,UPI DR Reliance Trends,CP-B-SHOP,Reliance Trends,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.92,None,
TXN-B-20250522-0079,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-22,2025-05-22,2025-05-22T19:20:19,DR,1413.08,55412.58,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.94,None,
TXN-B-20250523-0080,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-23,2025-05-23,2025-05-23T19:04:14,DR,713.96,54698.62,Card,,Card DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250524-0081,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-24,2025-05-24,2025-05-24T10:33:36,DR,705.74,53992.88,Card,,Card DR GlobalMart Online,CP-B-GM,GlobalMart Online,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.95,None,
TXN-B-20250527-0082,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-27,2025-05-27,2025-05-27T08:03:07,DR,914.17,53078.71,Card,,Card DR Indian Oil Fuel,CP-B-FUEL,Indian Oil Fuel,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.96,None,
TXN-B-20250527-0083,ACC-CTB-002-SB1,CTB-RTL-002,2025-05-27,2025-05-27,2025-05-27T11:17:51,DR,1140.26,51938.45,Card,,Card DR MSEDCL / Utilities,CP-B-UTIL,MSEDCL / Utilities,Supplier,Card spend,Retail purchase,N,,,N,N,N,NA,,CBS_SYNTH,0.9,None,
